,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Week,Month,Year,Rolling_Mean,Rolling_Std,Weekly_Sales_Scaled
52,1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,5,2,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.2943033953125
53,1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,6,2,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.5739485891221
54,1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,7,2,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.66270702028132
55,1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,8,2,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.62895026852829
56,1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,9,3,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.17911097897718
57,1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,10,3,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.668225118089
58,1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,11,3,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.39210860532472
59,1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,12,3,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.29471887234612
60,1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,13,4,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.85249639126818
61,1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,14,4,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.5232424919193
62,1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,15,4,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.87423417848203
63,1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,16,4,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.025492842086
64,1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,17,4,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.57374048643376
65,1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,18,5,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.97496925345303
66,1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,19,5,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.23855261743967
67,1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,20,5,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",168.69964217167757
68,1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,21,5,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.9267393184892
69,1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,22,6,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.14395430786368
70,1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,23,6,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.7606974434403
71,1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,24,6,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.01565688820673
72,1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,25,6,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.04624242756574
73,1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,26,7,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.6454267423118
74,1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,27,7,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.1006976240132
75,1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,28,7,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.57468645731663
76,1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,29,7,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",167.66656810495664
77,1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,30,7,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",166.16091819565554
78,1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,31,8,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.82582137697443
79,1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,32,8,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.79848603523956
80,1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,33,8,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.97352970036292
81,1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,34,8,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.88324351252857
82,1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,35,9,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.5768957753889
83,1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,36,9,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.27516078274058
84,1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,37,9,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.45769936167108
85,1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,38,9,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",167.10137300533842
86,1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,39,9,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",167.58780613228305
87,1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,40,10,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.02251484899318
88,1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,41,10,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.80373408081198
89,1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,42,10,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.08957300967649
90,1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,43,10,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.25499162862454
91,1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,44,11,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.9633496981541
92,1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,45,11,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.9419703824016
93,1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,46,11,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.24454666855607
94,1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,47,11,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",186.03989640077398
95,1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,48,12,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.6131362809148
96,1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,49,12,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",179.85929421836983
97,1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,50,12,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",182.07818857267495
98,1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,51,12,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",191.79815441139232
99,1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,52,12,2011,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.92841070124805
100,1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1,1,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.58123634816187
101,1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2,1,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.71930072765508
102,1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,3,1,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",167.58220780967588
103,1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,4,1,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",165.02977280516228
104,1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,5,2,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.18137223787193
105,1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,6,2,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",179.93659676324188
106,1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,7,2,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",180.41566949654532
107,1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,8,2,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.2415739002875
108,1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,9,3,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.7084678965901
109,1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,10,3,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.33084206857512
110,1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,11,3,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.39033578694796
111,1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,12,3,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.35745645557398
112,1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,13,3,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.57364489159073
113,1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,14,4,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",182.57211404980552
114,1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,15,4,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.72579421063912
115,1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,16,4,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.68696077073741
116,1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,17,4,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.0192675095892
117,1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,18,5,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.5952901253367
118,1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,19,5,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.4284203099407
119,1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,20,5,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.97106357636065
120,1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,21,5,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.7375963715634
121,1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,22,6,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.82861915511538
122,1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,23,6,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.96338955263383
123,1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,24,6,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.0111287346017
124,1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,25,6,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.88268511629065
125,1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,26,6,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",172.27361885600934
126,1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,27,7,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",179.02883765165342
127,1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,28,7,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.85674575645336
128,1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,29,7,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.94397662110651
129,1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,30,7,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",169.05580403162867
130,1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,31,8,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.0268505449738
131,1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,32,8,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.86550659984664
132,1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,33,8,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",174.03042537693005
133,1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,34,8,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.8226388020006
134,1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,35,8,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.5523535653885
135,1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,36,9,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",175.93130603931166
136,1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,37,9,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.55707962454852
137,1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,38,9,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.2019365668344
138,1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,39,9,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",168.98853222729522
139,1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,40,10,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",176.19528206415706
140,1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,41,10,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",173.2778884861819
141,1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,42,10,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",171.2631159115723
142,1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,43,10,2012,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",170.80797572083418
143,2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,5,2,2010,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",188.61717588813318
144,2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,6,2,2010,"Axes(0.125,0.11;0.775x0.77)","Axes(0.125,0.11;0.775x0.77)",188.63719574221443
